Timestamp,/RealOutputs/SysId/FFCharacterization/AppliedVoltage,/RealOutputs/SysId/FFCharacterization/ChassisAccelMPS2,/RealOutputs/SysId/FFCharacterization/LinearForcesFFVolts,/RealOutputs/SysId/FFCharacterization/VelocityRadPerSec,/RealOutputs/SysId/FFCharacterization/VelocitySign

64.061679,0.0400679999999993,0,0,0,0
64.082196,0.060585000000006405,0,0,0,0
64.101618,0.08000700000000506,0,0,0,0
64.121633,0.10002200000000448,0,0,0,0
64.141611,0.12,0,0,0,0
64.161608,0.13999700000000304,0,0,0,0
64.181605,0.15999400000000605,0,0,0,0
64.201713,0.18010200000000623,2.1110173577070235,1.0259731196359874,0.8311091959476471,1
64.221618,0.20000700000000507,0.7036724525690078,0.3790967925350091,0.5540727972984314,1
64.24193,0.22031900000000315,0.7036724525690078,0.41620254519135574,0.8311091959476471,1
64.261704,0.24009300000000075,0,0.1113172579690399,0.8311091959476471,1
64.281608,0.25999700000000303,1.4073449051380158,0.7952993377263649,1.3851819932460785,1
64.301624,0.2800130000000063,0.7036724525690079,0.4533082978477024,1.1081455945968628,1
64.321695,0.30008400000000257,0.7036724525690079,0.490414050504049,1.3851819932460785,1
64.341617,0.32000600000000123,1.4073449051380158,0.8695108430390581,1.9392547905445099,1
64.361689,0.3400780000000013,0.7036724525690082,0.5275198031603958,1.6622183918952942,1
64.381611,0.36,0,0.2226345159380798,1.6622183918952942,1
64.401627,0.38001600000000324,0.7036724525690082,0.5646255558167425,1.9392547905445099,1
64.421716,0.4001050000000032,0.7036724525690076,0.6017313084730888,2.2162911891937256,1
64.441639,0.42002800000000573,0,0.2968460212507731,2.2162911891937256,1
64.461636,0.44002500000000144,0.7036723768711083,0.6388370243395864,2.493327558040619,1
64.481614,0.46000300000000427,0.703672376871109,0.6759427730042643,2.770363926887512,1
64.501611,0.48,0,0.37105751858012836,2.770363926887512,1
64.521627,0.5000160000000032,0.7036723768711103,0.7130485216689426,3.0474002957344055,1
64.541624,0.5200130000000063,0.7036722254753116,0.6759427153912428,2.770363986492157,1
64.56162,0.5400090000000055,0.7036725282669062,0.7130486032319774,3.047400414943695,1
64.581636,0.5600250000000014,1.4073449051380165,1.0921453629688074,3.6014732122421265,1
64.601633,0.5800220000000045,0.7036723768711103,0.7501542942836341,3.324436843395233,1
64.62163,0.6000190000000002,0.7036723768711103,0.7872600429483119,3.6014732122421265,1
64.641627,0.6200160000000032,0.703672376871109,0.8243657916129888,3.8785095810890198,1
64.661809,0.6401980000000039,1.5139579728762342e-7,0.5194806107685503,3.8785096406936646,1
